id,user_id,comment_id
782,10,223
783,4,223
784,9,223
785,1,224
786,8,224
787,6,224
788,2,224
789,5,225
790,6,225
791,9,225
792,10,225
793,3,225
794,9,226
795,10,226
796,7,226
797,2,226
798,8,226
799,6,227
800,7,227
801,3,227
802,2,227
803,1,227
804,7,228
805,1,228
806,5,228
807,6,228
808,2,229
809,3,229
810,8,229
811,1,229
812,7,229
813,7,230
814,1,230
815,4,230
816,9,231
817,1,231
818,7,231
819,8,231
820,4,231
821,4,232
822,7,232
823,3,232
824,2,232
825,6,232
826,8,233
827,10,233
828,5,233
829,3,233
830,1,234
831,3,234
832,10,234
833,2,234
834,4,234
835,8,235
836,6,235
837,5,235
838,10,235
839,5,236
840,2,236
841,3,237
842,8,237
843,5,237
844,9,237
845,7,237
846,3,238
847,7,238
848,5,238
849,10,238
850,8,239
851,1,239
852,4,239
853,2,239
854,6,240
855,5,240
856,1,240
857,2,240
858,9,240
859,8,241
860,1,241
861,10,241
862,3,241
863,5,242
864,2,242
865,4,242
866,1,242
867,2,243
868,10,243
869,3,244
870,10,244
871,8,245
872,10,245
873,5,245
874,6,245
875,4,246
876,7,246
877,6,246
878,3,246
879,2,247
880,9,247
881,4,247
882,1,247
883,3,248
884,1,248
885,5,249
886,2,249
887,7,249
888,4,249
889,10,250
890,6,250
891,5,251
892,7,251
893,6,251
894,2,252
895,10,252
896,2,253
897,7,253
898,1,253
899,9,253
900,3,254
901,5,254
902,10,255
903,1,255
904,5,255
905,9,255
906,3,256
907,1,256
908,9,256
909,6,256
910,3,257
911,1,257
912,1,258
913,7,258
914,5,258
915,10,259
916,8,259
917,3,259
918,9,259
919,3,260
920,6,260
921,9,260
922,2,260
923,1,260
924,4,261
925,8,261
926,5,261
927,7,261
928,7,262
929,1,262
930,9,262
931,4,262
932,8,262
933,8,263
934,4,263
935,3,263
936,6,264
937,8,264
938,1,265
939,2,265
940,3,265
941,7,266
942,1,266
943,10,266
944,5,266
945,6,266
946,4,267
947,5,267
948,6,267
949,10,267
950,8,267
951,5,268
952,4,268
953,8,269
954,3,269
955,1,269
956,7,269
957,7,270
958,8,270
959,9,271
960,6,271
961,1,271
962,4,272
963,2,272
964,5,272
965,9,272
966,7,272
967,3,273
968,8,273
969,2,273
970,9,273
971,8,274
972,6,274
973,10,274
974,5,274
975,2,275
976,4,275
977,4,276
978,10,276
979,7,277
980,9,277
981,1,277
982,2,277
983,4,277
984,7,278
985,6,278
986,8,279
987,10,279
988,2,279
989,5,279
990,5,280
991,1,280
992,9,280
993,10,281
994,4,281
995,9,281
996,2,282
997,7,282
998,6,283
999,9,283
1000,8,283
1001,3,283
1002,10,283
1003,7,284
1004,1,284
1005,6,284
1006,8,284
1007,2,284
1008,10,285
1009,7,285
1010,4,285
1011,6,286
1012,8,286
1013,1,286
1014,9,286
1015,7,287
1016,10,287
1017,5,287
1018,6,287
1019,1,287
1020,3,288
1021,8,288
1022,6,288
1023,1,288
1024,5,289
1025,1,289
1026,3,289
1027,8,289
1028,10,289
1029,2,290
1030,6,290
1031,5,290
1032,9,290
1033,10,291
1034,2,291
1035,9,291
1036,1,292
1037,10,292
1038,6,292
1039,4,293
1040,6,293
1041,8,293
1042,9,294
1043,6,294
1044,3,294
1045,7,294
1046,1,294
1047,8,295
1048,4,295
1049,1,295
1050,10,296
1051,3,296
1052,7,297
1053,6,297
1054,3,297
1055,8,297
1056,9,298
1057,1,298
1058,3,298
1059,10,298
1060,4,298
1061,6,299
1062,1,299
1063,3,299
1064,7,300
1065,2,300
1066,2,301
1067,8,301
1068,5,302
1069,3,302
1070,8,302
1071,1,303
1072,5,303
1073,7,303
1074,10,304
1075,1,304
1076,8,304
1077,2,304
1078,6,305
1079,10,305
1080,8,305
1081,1,305
1082,7,306
1083,3,306
1084,9,306
1085,2,306
1086,1,306
1087,1,307
1088,6,307
1089,5,307
1090,7,307
1091,3,308
1092,2,308
1093,7,308
1094,4,308
1095,10,308
1096,10,309
1097,3,309
1098,7,309
1099,9,309
1100,2,310
1101,7,310
1102,5,311
1103,10,311
1104,8,311
1105,2,311
1106,4,311
1107,1,312
1108,4,312
1109,9,312
1110,8,312
1111,2,312
1112,9,313
1113,4,313
1114,5,313
1115,6,314
1116,8,314
1117,4,314
1118,9,314
1119,1,315
1120,4,315
1121,10,315
1122,10,316
1123,8,316
1124,6,316
1125,9,316
1126,5,317
1127,2,317
1128,8,317
1129,7,317
1130,10,318
1131,4,318
1132,8,318
1133,1,318
1134,2,318
1135,1,319
1136,4,319
1137,9,319
1138,7,320
1139,4,320
1140,7,321
1141,6,321
1142,3,321
1143,2,321
1144,10,321
1145,4,322
1146,2,322
1147,7,323
1148,1,323
1149,8,323
1150,3,323
1151,1,324
1152,10,324
1153,7,324
1154,2,324
1155,4,325
1156,8,325
1157,6,325
1158,4,326
1159,5,326
1160,9,326
1161,7,326
1162,1,326
1163,7,327
1164,4,327
1165,3,327
1166,10,327
1167,8,327
1168,5,328
1169,1,328
1170,4,328
1171,9,328
1172,9,329
1173,5,329
1174,4,330
1175,10,330
1176,2,331
1177,10,331
1178,2,332
1179,1,332
1180,9,332
1181,7,332
1182,10,333
1183,2,333
1184,6,333
1185,9,333
1186,3,334
1187,1,334
1188,9,334
1189,10,335
1190,4,335
1191,8,335
1192,9,335
1193,10,336
1194,3,336
1195,8,336
1196,4,336
1197,5,336
1198,7,337
1199,8,337
1200,2,337
1201,1,337
1202,3,337
1203,1,338
1204,5,338
1205,6,339
1206,8,339
1207,9,339
1208,1,339
1209,5,340
1210,2,340
1211,3,341
1212,9,341
1213,7,342
1214,4,342
1215,10,343
1216,5,343
1217,2,343
1218,9,343
1219,7,343
1220,2,344
1221,7,344
1222,8,344
1223,2,345
1224,10,345
1225,3,346
1226,6,346
1227,1,346
1228,7,347
1229,1,347
1230,6,347
1231,4,347
1232,10,347
1233,9,348
1234,8,348
1235,7,349
1236,2,349
1237,5,349
1238,1,350
1239,6,350
1240,4,350
1241,3,350
1242,7,350
1243,1,351
1244,8,351
1245,3,351
1246,9,351
1247,6,351
1248,9,352
1249,3,352
1250,10,352
1251,6,352
1252,10,353
1253,6,353
1254,10,354
1255,7,354
1256,7,355
1257,6,355
1258,10,356
1259,9,356
1260,10,357
1261,6,357
1262,4,357
1263,2,357
1264,9,358
1265,5,358
1266,2,358
1267,4,358
1268,5,359
1269,6,359
1270,6,360
1271,1,360
1272,7,360
1273,5,360
1274,8,360
1275,4,361
1276,10,361
1277,2,361
1278,7,361
1279,9,361
1280,9,362
1281,4,362
1282,1,362
1283,6,362
1284,5,363
1285,4,363
1286,6,363
1287,1,363
1288,9,364
1289,4,364
1290,8,364
1291,10,364
1292,6,364
1293,4,365
1294,5,365
1295,3,366
1296,2,366
1297,8,366
1298,6,366
1299,5,366
1300,9,367
1301,5,367
1302,3,367
1303,9,368
1304,8,368
1305,7,368
1306,3,368
1307,10,368
1308,2,369
1309,6,369
1310,4,369
1311,9,370
1312,10,370
1313,3,370
1314,7,370
1315,8,370
1316,6,371
1317,2,371
1318,2,372
1319,8,372
1320,6,372
1321,7,372
1322,3,372
1323,6,373
1324,7,373
1325,3,373
1326,5,373
1327,2,374
1328,4,374
1329,3,375
1330,7,375
1331,4,375
1332,7,376
1333,8,376
1334,9,376
1335,3,376
1336,4,377
1337,7,377
1338,8,378
1339,9,378
1340,3,379
1341,1,379
1342,5,379
1343,3,380
1344,5,380
1345,2,381
1346,4,381
1347,3,381
1348,10,381
1349,6,381
1350,4,382
1351,3,382
1352,6,383
1353,4,383
1354,7,384
1355,6,384
1356,3,384
1357,5,385
1358,1,385
1359,7,385
1360,3,385
1361,4,386
1362,7,386
1363,9,386
1364,6,387
1365,3,387
1366,7,387
1367,10,388
1368,7,388
1369,4,389
1370,2,389
1371,5,389
1372,10,389
1373,6,390
1374,3,390
1375,5,390
1376,10,390
1377,9,390
1378,7,391
1379,6,391
1380,9,391
1381,10,392
1382,2,392
1383,1,393
1384,6,393
1385,7,393
1386,9,394
1387,1,394
1388,2,394
1389,1,395
1390,7,395
1391,2,395
1392,6,396
1393,7,396
1394,9,397
1395,2,397
1396,1,397
1397,8,397
1398,6,398
1399,10,398
1400,5,398
1401,8,398
1402,5,399
1403,6,399
1404,9,399
1405,10,399
1406,4,400
1407,5,400
1408,7,400
1409,7,401
1410,4,401
1411,4,402
1412,2,402
1413,7,402
1414,8,402
1415,6,402
1416,2,403
1417,7,403
1418,6,403
1419,4,403
1420,5,403
1421,5,404
1422,4,404
1423,1,404
1424,7,404
1425,8,404
1426,6,405
1427,9,405
1428,5,405
1429,8,406
1430,7,406
1431,4,406
1432,2,407
1433,5,407
1434,6,407
1435,7,407
1436,8,407
1437,5,408
1438,10,408
1439,1,408
1440,5,409
1441,3,409
1442,3,410
1443,2,410
1444,6,410
1445,5,410
1446,9,410
1447,9,411
1448,5,411
1449,4,411
1450,6,411
1451,10,411
1452,6,412
1453,10,412
1454,9,412
1455,10,413
1456,9,413
1457,1,413
1458,5,413
1459,2,413
1460,8,414
1461,2,414
1462,6,414
1463,7,414
1464,9,415
1465,7,415
1466,8,415
1467,2,416
1468,10,416
1469,8,416
1470,5,416
1471,7,417
1472,10,417
1473,9,418
1474,6,418
1475,3,418
1476,9,419
1477,5,419
1478,1,419
1479,3,419
1480,1,420
1481,8,420
1482,9,421
1483,1,421
1484,8,422
1485,2,422
1486,9,422
1487,4,423
1488,8,423
1489,3,423
1490,7,423
1491,6,423
1492,5,424
1493,9,424
1494,7,424
1495,2,425
1496,4,425
1497,8,425
1498,7,425
1499,3,425
1500,9,426
1501,4,426
1502,7,426
1503,10,426
1504,3,427
1505,6,427
1506,4,427
1507,10,427
1508,1,427
1509,9,428
1510,10,428
1511,1,428
1512,8,428
1513,1,429
1514,6,429
1515,9,429
1516,10,429
1517,2,429
1518,4,430
1519,6,430
1520,10,430
1521,7,431
1522,10,431
1523,1,431
1524,2,432
1525,10,432
1526,4,432
1527,5,432
1528,3,433
1529,4,433
1530,9,433
1531,10,433
1532,8,433
1533,4,434
1534,6,434
1535,3,434
1536,1,434
1537,5,435
1538,6,435
1539,9,435
1540,1,435
1541,6,436
1542,2,436
1543,5,436
1544,9,437
1545,7,437
1546,1,437
1547,4,437
1548,3,438
1549,2,438
1550,5,438
1551,8,439
1552,2,439
1553,5,439
1554,10,439
1555,5,440
1556,7,440
1557,4,440
1558,1,440
1559,5,441
1560,2,441
1561,3,441
1562,10,441
1563,1,441
1564,3,442
1565,2,442
1566,7,442
1567,7,443
1568,4,443
1569,5,443
1570,1,443
1571,3,443
1572,9,444
1573,2,444
1574,4,444
1575,1,444
1576,3,445
1577,9,445
1578,6,445
1579,3,446
1580,10,446
1581,9,446
1582,2,447
1583,4,447
1584,2,448
1585,4,448
1586,4,449
1587,2,449
1588,10,449
1589,4,450
1590,2,450
1591,9,451
1592,3,451
1593,2,451
1594,5,452
1595,10,452
1596,4,452
1597,3,453
1598,2,453
1599,3,454
1600,10,454
1601,8,455
1602,10,455
1603,1,455
1604,7,456
1605,8,456
1606,9,456
1607,6,456
1608,3,457
1609,7,457
1610,9,458
1611,10,458
1612,4,459
1613,2,459
1614,7,459
1615,10,460
1616,8,460
1617,7,460
1618,2,460
1619,5,460
1620,3,461
1621,10,461
1622,5,461
1623,4,461
1624,1,461
1625,2,462
1626,6,462
1627,1,463
1628,7,463
1629,1,464
1630,10,464
1631,6,464
1632,7,464
1633,5,464
1634,3,465
1635,9,465
1636,2,466
1637,7,466
1638,1,466
1639,6,467
1640,3,467
1641,8,468
1642,4,468
1643,3,468
1644,4,469
1645,7,469
1646,4,470
1647,2,470
1648,9,470
1649,1,470
1650,7,470
1651,10,471
1652,7,471
1653,8,471
1654,9,471
1655,4,472
1656,7,472
1657,9,472
1658,1,472
1659,2,472
1660,3,473
1661,1,473
1662,2,474
1663,9,474
1664,4,474
1665,7,474
1666,9,475
1667,3,475
1668,4,475
1669,1,475
1670,8,476
1671,4,476
1672,9,476
1673,3,476
1674,5,476
1675,4,477
1676,8,477
1677,8,478
1678,3,478
1679,6,478
1680,9,479
1681,10,479
1682,4,479
1683,8,479
1684,3,479
1685,4,480
1686,9,480
1687,10,480
1688,6,480
1689,7,480
1690,9,481
1691,2,481
1692,2,482
1693,10,482
1694,1,482
1695,9,482
1696,10,483
1697,8,483
1698,4,483
1699,6,483
1700,2,483
1701,10,484
1702,2,484
1703,3,485
1704,8,485
1705,1,485
1706,10,486
1707,1,486
1708,6,486
1709,8,487
1710,1,487
1711,10,488
1712,5,488
1713,6,488
1714,3,488
1715,8,488
1716,6,489
1717,3,489
1718,1,489
1719,2,489
1720,8,490
1721,3,490
1722,4,490
1723,6,490
1724,7,491
1725,6,491
1726,9,491
1727,10,491
1728,9,492
1729,7,492
1730,4,492
1731,5,492
1732,2,492
1733,9,493
1734,6,493
1735,8,493
1736,3,493
1737,7,493
1738,10,494
1739,6,494
1740,1,494
1741,3,494
1742,9,495
1743,3,495
1744,4,495
1745,7,495
1746,6,496
1747,3,496
1748,10,496
1749,10,497
1750,5,497
1751,2,497
1752,8,497
1753,7,498
1754,8,498
1755,5,499
1756,7,499
1757,2,499
1758,10,499
1759,4,500
1760,8,500
1761,7,500
1762,3,500
1763,2,500
1764,4,501
1765,10,501
1766,9,502
1767,6,502
1768,3,502
1769,7,502
1770,1,502
1771,2,503
1772,8,503
1773,3,504
1774,2,504
1775,8,504
1776,7,504
1777,2,505
1778,8,505
1779,5,505
1780,9,506
1781,1,506
1782,8,506
1783,5,506
1784,8,507
1785,9,507
1786,2,507
1787,6,507
1788,7,508
1789,4,508
1790,6,508
1791,3,508
1792,2,508
1793,5,509
1794,2,509
1795,3,509
1796,1,509
1797,6,509
1798,1,510
1799,5,510
1800,9,510
1801,4,510
1802,6,510
1803,4,511
1804,7,511
1805,2,511
1806,9,512
1807,10,512
1808,9,513
1809,6,513
1810,4,514
1811,7,514
1812,10,514
1813,5,514
1814,6,514
1815,8,515
1816,3,515
1817,4,515
1818,1,515
1819,9,515
1820,8,516
1821,9,516
1822,9,517
1823,2,517
1824,1,518
1825,4,518
1826,7,518
1827,8,519
1828,1,519
1829,4,519
1830,2,519
1831,7,519
1832,6,520
1833,10,520
1834,9,521
1835,2,521
1836,7,521
1837,6,522
1838,7,522
1839,10,523
1840,8,523
1841,7,524
1842,1,524
1843,6,524
1844,2,524
1845,10,525
1846,8,525
1847,6,525
1848,2,525
1849,7,526
1850,3,526
1851,8,526
1852,2,526
1853,10,526
1854,6,527
1855,3,527
1856,5,527
1857,9,528
1858,7,528
1859,5,528
1860,1,528
1861,2,529
1862,1,529
1863,7,529
1864,7,530
1865,10,530
1866,6,530
1867,5,530
1868,5,531
1869,1,531
1870,3,531
1871,10,532
1872,8,532
1873,2,532
1874,6,533
1875,2,533
1876,4,534
1877,2,534
1878,8,534
1879,3,534
1880,6,535
1881,4,535
1882,10,535
1883,3,535
1884,1,535
1885,6,536
1886,7,536
1887,4,536
1888,3,536
1889,8,536
1890,4,537
1891,6,537
1892,9,537
1893,8,537
1894,1,537
1895,7,538
1896,3,538
1897,8,538
1898,1,538
1899,6,538
1900,4,539
1901,9,539
1902,5,539
1903,10,539
1904,2,539
1905,7,540
1906,2,540
1907,9,540
1908,1,540
1909,1,541
1910,6,541
1911,2,541
1912,4,541
1913,10,542
1914,8,542
1915,6,543
1916,2,543
1917,1,543
1918,2,544
1919,5,544
1920,6,544
1921,1,545
1922,2,545
1923,7,545
1924,2,546
1925,5,546
1926,6,547
1927,7,547
1928,3,547
1929,2,548
1930,4,548
1931,10,548
1932,9,548
1933,8,549
1934,6,549
1935,1,550
1936,8,550
1937,3,550
1938,7,550
1939,6,550
1940,2,551
1941,1,551
1942,8,551
1943,4,551
1944,1,552
1945,8,552
1946,3,552
1947,4,553
1948,2,553
1949,7,553
1950,7,554
1951,5,554
1952,6,554
1953,3,554
1954,9,554
1955,2,555
1956,10,555
1957,8,555
1958,7,556
1959,10,556
1960,3,556
1961,1,556
1962,2,557
1963,6,557
1964,10,557
1965,8,557
1966,9,558
1967,5,558
1968,1,558
1969,8,558
1970,10,558
1971,5,559
1972,1,559
1973,1,560
1974,9,560
1975,3,560
1976,7,560
1977,7,561
1978,5,561
1979,10,561
1980,2,562
1981,6,562
1982,1,562
1983,5,562
1984,10,563
1985,2,563
1986,7,563
1987,9,563
1988,1,563
1989,1,564
1990,9,564
1991,6,564
1992,3,565
1993,7,565
1994,8,566
1995,7,566
1996,2,566
1997,9,566
1998,6,566
1999,1,567
2000,5,567
2001,8,567
2002,4,567
2003,3,567
2004,3,568
2005,4,568
2006,6,569
2007,8,569
2008,2,569
2009,5,570
2010,8,570
2011,7,570
2012,1,571
2013,7,571
2014,5,571
2015,2,571
2016,9,571
2017,1,572
2018,3,572
2019,7,572
2020,4,572
2021,6,572
2022,7,573
2023,5,573
2024,4,573
2025,10,573
2026,6,573
2027,2,574
2028,3,574
2029,6,574
2030,5,574
2031,10,574
2032,2,575
2033,3,575
2034,7,576
2035,3,576
2036,9,576
2037,1,577
2038,2,577
2039,6,578
2040,2,578
2041,8,578
2042,3,579
2043,10,579
2044,2,579
2045,9,579
2046,7,579
2047,6,580
2048,10,580
2049,1,580
2050,7,580
2051,2,580
2052,9,581
2053,5,581
2054,3,581
2055,10,582
2056,2,582
2057,6,582
2058,9,582
2059,2,583
2060,7,583
2061,4,583
2062,2,584
2063,7,584
2064,10,584
2065,8,585
2066,2,585
2067,7,586
2068,6,586
2069,8,586
2070,9,586
2071,1,586
2072,1,587
2073,9,587
2074,4,587
2075,10,587
2076,8,588
2077,5,588
2078,4,588
2079,2,588
2080,10,589
2081,2,589
2082,5,589
2083,2,590
2084,6,590
2085,7,590
2086,8,590
2087,10,590
2088,9,591
2089,2,591
2090,10,591
2091,6,591
2092,8,592
2093,5,592
2094,10,592
2095,9,592
2096,3,592
2097,7,593
2098,6,593
2099,8,593
2100,8,594
2101,7,594
2102,9,595
2103,5,595
2104,4,596
2105,2,596
2106,3,596
2107,7,596
2108,5,597
2109,7,597
2110,10,597
2111,3,598
2112,2,598
2113,8,598
2114,7,598
2115,10,598
2116,9,599
2117,6,599
2118,6,600
2119,9,600
2120,4,601
2121,3,601
2122,6,601
2123,9,601
2124,1,601
2125,9,602
2126,10,602
2127,4,602
2128,4,603
2129,2,603
2130,3,603
2131,1,603
2132,7,604
2133,10,604
2134,4,604
2135,6,605
2136,4,605
2137,5,606
2138,9,606
2139,2,607
