id,user_id,post_id
404,8,120
405,2,120
406,10,120
407,8,121
408,4,121
409,6,122
410,5,122
411,4,122
412,8,122
413,1,122
414,1,123
415,9,123
416,6,123
417,10,123
418,7,124
419,9,124
420,2,125
421,7,125
422,4,125
423,8,125
424,6,126
425,1,126
426,8,126
427,6,127
428,10,127
429,9,128
430,8,128
431,7,128
432,10,129
433,8,129
434,2,129
435,8,130
436,2,130
437,3,130
438,1,130
439,9,131
440,7,131
441,8,131
442,8,132
443,6,132
444,2,132
445,10,132
446,9,132
447,6,133
448,1,133
449,4,133
450,3,133
451,1,134
452,6,134
453,9,134
454,5,135
455,7,135
456,10,135
457,4,135
458,8,135
459,10,136
460,7,136
461,9,136
462,3,136
463,4,136
464,5,137
465,8,137
466,10,137
467,2,138
468,5,138
469,4,139
470,7,139
471,8,139
472,5,139
473,10,139
474,10,140
475,7,140
476,8,140
477,5,140
478,4,140
479,2,141
480,7,141
481,3,141
482,6,141
483,10,142
484,9,142
485,5,142
486,7,142
487,4,142
488,2,143
489,5,143
490,4,143
491,6,143
492,5,144
493,3,144
494,8,144
495,7,145
496,6,145
497,6,146
498,7,146
499,5,146
500,2,147
501,4,147
502,8,147
503,9,148
504,2,148
505,9,149
506,4,149
507,8,149
508,3,149
509,6,150
510,1,150
511,8,151
512,10,151
513,6,151
514,1,151
515,7,152
516,1,152
517,3,152
518,1,153
519,9,153
520,2,153
521,4,153
522,10,153
523,10,154
524,7,154
525,3,155
526,2,155
527,1,156
528,4,156
529,9,156
530,6,157
531,7,157
532,10,157
533,5,157
534,2,157
535,6,158
536,1,158
537,2,158
538,5,158
539,7,159
540,9,159
541,10,159
542,1,159
543,7,160
544,10,160
545,6,160
546,8,160
547,5,160
548,8,161
549,10,161
550,5,161
551,4,161
552,3,162
553,7,162
554,8,162
555,10,162
556,8,163
557,7,163
558,1,163
559,10,163
560,9,164
561,10,164
562,1,164
563,2,164
564,8,164
565,1,165
566,6,165
567,4,165
568,3,165
569,5,166
570,8,166
571,1,166
572,6,166
573,2,167
574,6,167
575,8,167
576,1,167
577,9,168
578,7,168
579,5,168
580,4,168
581,6,168
582,3,169
583,2,169
584,5,169
585,8,169
586,6,170
587,10,170
588,2,170
589,7,171
590,6,171
591,10,172
592,1,172
593,8,172
594,8,173
595,1,173
596,7,173
597,6,173
598,9,173
599,8,174
600,10,174
601,1,174
602,2,174
603,3,174
604,2,175
605,7,175
606,4,175
607,9,175
608,10,175
609,2,176
610,8,176
611,1,176
612,7,176
613,3,176
614,10,177
615,1,177
616,4,177
617,3,177
618,2,177
619,3,178
620,2,178
621,2,179
622,5,179
623,6,180
624,9,180
625,1,180
626,4,180
627,10,180
628,4,181
629,5,181
630,10,182
631,4,182
632,10,183
633,1,183
634,3,184
635,5,184
636,8,184
637,7,185
638,4,185
639,5,185
640,2,185
641,3,185
642,8,186
643,10,186
644,7,186
645,1,186
646,5,187
647,8,187
648,9,187
649,4,187
650,10,188
651,1,188
652,7,188
653,7,189
654,4,189
655,2,190
656,1,190
657,1,191
658,10,191
659,9,191
660,10,192
661,1,192
662,6,192
663,4,192
664,8,193
665,1,193
666,7,193
667,5,193
668,3,193
669,10,194
670,6,194
671,6,195
672,4,195
673,6,196
674,2,196
675,9,196
676,10,196
677,6,197
678,1,197
679,8,197
680,5,197
681,5,198
682,3,198
683,9,199
684,6,199
685,10,199
686,4,199
687,8,200
688,10,200
689,3,201
690,6,201
691,2,201
692,7,202
693,9,202
694,3,202
695,10,203
696,4,203
697,1,203
698,3,203
699,3,204
700,6,204
701,7,204
702,2,204
703,10,205
704,2,205
705,9,205
706,1,206
707,8,206
708,3,206
709,2,207
710,1,207
711,8,207
712,10,207
713,1,208
714,6,208
715,10,208
716,5,208
717,3,209
718,10,209
719,4,209
720,2,210
721,9,210
722,1,210
723,9,211
724,7,211
725,2,211
726,2,212
727,10,212
728,6,213
729,7,213
730,9,213
731,10,213
732,8,213
733,8,214
734,10,214
735,1,215
736,2,215
737,6,215
738,8,215
739,9,215
740,9,216
741,7,216
742,10,216
743,9,217
744,8,217
745,6,218
746,8,218
747,3,218
748,7,218
749,2,218
750,10,219
751,5,219
752,7,219
753,4,219
754,9,219
755,2,220
756,6,220
757,8,220
758,5,220
759,1,221
760,4,221
761,3,221
762,2,222
763,4,222
764,3,222
765,8,222
766,1,222
767,2,223
768,4,223
769,7,223
770,6,223
771,1,223
772,3,224
773,2,224
774,8,224
775,7,225
776,5,225
777,1,225
778,3,225
779,2,225
780,9,226
781,1,226
782,4,226
783,7,226
784,8,226
785,3,227
786,5,227
787,10,227
788,6,227
789,9,227
790,3,228
791,4,228
792,6,228
793,7,229
794,9,229
795,1,229
796,6,229
797,1,230
798,7,230
799,6,230
800,9,230
801,3,231
802,7,231
803,10,231
804,2,231
805,7,232
806,2,232
807,9,232
808,3,232
809,7,233
810,2,233
811,6,234
812,7,234
813,4,234
814,10,234
815,5,235
816,8,235
817,5,236
818,6,236
819,3,236
820,1,236
821,4,236
822,7,237
823,8,237
824,1,238
825,4,238
826,5,238
827,10,238
828,3,238
829,10,239
830,8,239
831,3,239
832,7,239
833,4,239
834,1,240
835,10,240
836,9,241
837,2,241
838,7,241
839,4,242
840,8,242
841,3,242
842,6,242
843,10,243
844,2,243
845,9,243
846,6,243
847,1,244
848,8,244
849,4,244
850,5,244
851,4,245
852,2,245
853,3,245
854,6,246
855,10,246
856,9,246
857,2,247
858,7,247
859,2,248
860,9,248
861,4,248
862,8,249
863,9,249
864,6,249
865,2,249
866,4,250
867,9,250
868,3,251
869,9,251
870,10,251
871,10,252
872,3,252
873,8,252
874,4,252
875,8,253
876,3,253
877,7,253
878,1,253
879,6,254
880,5,254
881,3,254
882,1,255
883,4,255
884,10,255
885,3,255
886,8,255
887,8,256
888,2,256
889,4,256
890,1,256
891,8,257
892,2,257
893,9,257
894,10,257
895,3,258
896,5,258
897,10,258
898,1,259
899,3,259
900,9,259
901,8,259
902,2,259
903,7,260
904,6,260
905,2,260
906,9,261
907,10,261
908,1,261
909,4,261
910,7,262
911,9,262
912,4,262
913,3,263
914,1,263
915,7,263
916,4,263
917,9,263
918,2,264
919,9,264
920,5,264
921,5,265
922,3,265
923,7,265
924,4,266
925,3,266
926,5,266
927,8,266
928,2,266
929,3,267
930,8,267
931,2,267
932,1,267
933,1,268
934,10,268
935,8,268
936,5,268
937,7,268
938,10,269
939,8,269
940,1,269
941,7,269
942,5,269
943,7,270
944,1,270
945,10,271
946,3,271
947,1,271
948,7,271
949,2,272
950,7,272
951,5,272
952,6,272
953,8,273
954,7,273
955,1,273
956,8,274
957,5,274
958,2,275
959,6,275
960,9,276
961,6,276
962,10,277
963,9,277
964,5,277
965,7,278
966,4,278
967,1,278
968,3,278
969,5,279
970,1,279
971,10,279
972,4,280
973,8,280
974,7,280
975,9,280
976,3,280
977,1,281
978,9,281
979,4,281
980,7,281
981,1,282
982,4,282
983,9,283
984,10,283
985,9,284
986,5,284
987,3,285
988,7,285
989,8,285
990,9,285
991,10,286
992,5,286
993,4,286
994,6,286
995,4,287
996,8,287
997,9,287
998,10,288
999,9,288
1000,7,289
1001,5,289
1002,9,289
1003,3,290
1004,9,290
1005,10,290
1006,2,290
1007,7,290
1008,6,291
1009,3,291
1010,2,291
1011,10,291
1012,7,292
1013,3,292
1014,7,293
1015,10,293
1016,9,294
1017,5,294
1018,4,295
1019,7,295
1020,8,295
1021,6,295
1022,1,295
1023,7,296
1024,5,296
1025,8,296
1026,3,296
1027,9,297
1028,6,297
1029,4,297
1030,7,297
1031,10,297
1032,1,298
1033,10,298
1034,2,299
1035,8,299
1036,9,299
1037,8,300
1038,4,300
1039,4,301
1040,10,301
1041,2,302
1042,1,302
1043,5,302
1044,4,302
1045,9,303
1046,6,303
1047,4,303
1048,7,303
1049,10,304
1050,8,304
1051,7,304
1052,3,304
1053,2,304
1054,4,305
1055,7,305
1056,5,305
1057,8,305
1058,2,305
1059,5,306
1060,4,306
1061,7,307
1062,10,307
1063,4,307
1064,9,308
1065,10,308
1066,7,308
1067,2,308
1068,4,309
1069,3,309
1070,4,310
1071,8,310
1072,6,311
1073,3,311
1074,4,311
1075,1,311
1076,7,311
1077,9,312
1078,2,312
1079,6,313
1080,4,313
1081,5,313
1082,7,314
1083,9,314
1084,10,314
1085,3,314
1086,8,315
1087,3,315
1088,5,316
1089,3,316
1090,10,317
1091,3,317
1092,4,317
1093,6,317
1094,4,318
1095,6,318
1096,3,319
1097,7,319
1098,10,319
1099,8,319
1100,1,319
1101,8,320
1102,7,320
1103,3,320
1104,2,320
1105,2,321
1106,6,321
1107,1,322
1108,2,322
1109,8,322
1110,4,323
1111,10,323
1112,7,324
1113,3,324
1114,10,324
1115,1,324
1116,4,325
1117,9,325
1118,6,325
1119,3,325
1120,8,326
1121,4,326
1122,7,326
1123,10,326
1124,2,326
1125,7,327
1126,10,327
1127,6,327
1128,4,328
1129,5,328
1130,3,328
1131,9,328
1132,5,329
1133,4,329
1134,1,329
1135,3,329
1136,8,330
1137,6,330
1138,3,331
1139,6,331
1140,1,331
1141,9,331
1142,5,331
1143,7,332
1144,10,332
1145,3,332
1146,1,333
1147,4,333
1148,7,333
1149,2,333
1150,2,334
1151,8,334
1152,10,334
1153,4,335
1154,3,335
1155,2,336
1156,8,336
1157,4,336
1158,8,337
1159,3,337
1160,7,337
1161,10,337
1162,5,337
1163,8,338
1164,3,338
1165,9,339
1166,3,339
1167,8,339
1168,10,340
1169,6,340
1170,1,340
1171,9,340
1172,5,340
1173,6,341
1174,9,341
1175,2,341
1176,4,342
1177,6,342
1178,8,342
1179,7,342
1180,5,342
1181,6,343
1182,2,343
1183,7,343
1184,2,344
1185,8,344
1186,5,344
1187,5,345
1188,8,345
1189,9,345
1190,7,346
1191,8,346
1192,2,347
1193,3,347
1194,9,347
1195,9,348
1196,2,348
1197,6,348
1198,8,348
1199,1,349
1200,5,349
1201,8,349
1202,4,350
1203,10,350
1204,7,351
1205,4,351
1206,8,351
1207,3,351
1208,1,351
1209,8,352
1210,10,352
1211,4,352
1212,5,352
1213,2,352
1214,5,353
1215,1,353
1216,8,354
1217,4,354
1218,10,354
1219,8,355
1220,10,355
1221,3,355
1222,6,356
1223,9,356
1224,10,356
1225,5,356
1226,1,356
1227,10,357
1228,5,357
1229,8,357
1230,7,357
1231,4,357
1232,2,358
1233,1,358
1234,4,358
1235,10,358
1236,6,359
1237,3,359
1238,2,359
1239,7,359
1240,4,359
1241,10,360
1242,9,360
1243,5,361
1244,1,361
1245,3,362
1246,10,362
1247,1,363
1248,10,363
1249,1,364
1250,8,364
1251,9,364
1252,7,364
1253,10,364
1254,4,365
1255,3,365
1256,4,366
1257,6,366
1258,1,366
1259,8,366
1260,3,366
1261,9,367
1262,1,367
1263,6,367
1264,3,368
1265,7,368
1266,6,368
1267,9,368
1268,4,368
1269,6,369
1270,7,369
1271,10,369
1272,2,369
1273,3,369
1274,6,370
1275,9,370
1276,8,371
1277,6,371
1278,4,371
1279,5,371
1280,8,372
1281,1,372
1282,4,372
1283,3,373
1284,6,373
1285,4,373
1286,7,374
1287,4,374
1288,1,374
1289,10,374
1290,9,374
1291,2,375
1292,1,375
1293,5,376
1294,2,376
1295,3,376
1296,10,377
1297,9,377
1298,2,378
1299,4,378
1300,6,378
1301,9,378
1302,5,379
1303,1,379
1304,4,379
1305,9,380
1306,4,380
1307,9,381
1308,8,381
1309,3,382
1310,2,382
1311,10,382
1312,4,382
1313,8,383
1314,3,383
1315,1,384
1316,9,384
1317,5,385
1318,9,385
1319,4,385
1320,9,386
1321,5,386
1322,8,386
1323,7,387
1324,9,387
1325,8,388
1326,1,388
1327,9,388
1328,10,388
1329,4,388
1330,3,389
1331,9,389
1332,8,389
1333,9,390
1334,3,390
1335,7,390
1336,6,390
1337,8,391
1338,5,391
1339,4,391
1340,1,391
1341,7,392
1342,2,392
1343,5,392
1344,8,392
1345,4,393
1346,9,393
1347,2,393
1348,3,393
1349,5,393
1350,10,394
1351,2,394
1352,7,394
1353,6,394
1354,2,395
1355,7,395
1356,10,396
1357,4,396
1358,6,396
1359,5,397
1360,3,397
1361,4,397
1362,4,398
1363,9,398
1364,1,398
1365,8,398
1366,2,398
1367,9,399
1368,1,399
1369,1,400
1370,10,400
1371,4,400
1372,6,400
1373,9,401
1374,7,401
1375,10,401
1376,4,401
1377,10,402
1378,8,402
1379,3,402
1380,6,402
1381,5,403
1382,7,403
1383,2,403
1384,6,403
1385,10,403
1386,4,404
1387,8,404
1388,7,404
1389,6,404
1390,4,405
1391,5,405
1392,2,406
1393,5,406
1394,1,406
1395,3,407
1396,8,407
1397,4,407
1398,1,407
1399,5,407
1400,2,408
1401,10,408
1402,7,408
1403,6,408
1404,4,408
1405,3,409
1406,5,409
1407,7,409
1408,9,409
1409,6,410
1410,3,410
1411,1,410
1412,8,410
1413,9,410
1414,9,411
1415,10,411
1416,6,411
1417,5,411
1418,4,412
1419,6,412
1420,2,413
1421,1,413
1422,7,413
1423,5,413
1424,6,414
1425,1,414
1426,3,414
1427,8,414
1428,6,415
1429,7,415
1430,5,415
1431,10,416
1432,8,416
1433,6,416
1434,6,417
1435,7,417
1436,5,417
1437,10,417
1438,8,418
1439,2,418
1440,1,419
1441,6,419
1442,10,419
1443,2,419
1444,4,419
1445,5,420
1446,2,420
1447,4,420
1448,6,421
1449,2,421
1450,9,421
1451,8,422
1452,7,422
1453,9,422
1454,5,423
1455,2,423
1456,6,423
1457,1,424
1458,5,424
1459,4,424
1460,1,425
1461,8,425
1462,5,425
1463,2,425
1464,4,425
1465,2,426
1466,10,426
1467,5,426
1468,9,426
1469,3,426
1470,6,427
1471,2,427
1472,4,427
1473,7,427
1474,9,428
1475,3,428
1476,4,428
1477,7,428
1478,5,428
1479,9,429
1480,6,429
1481,4,429
1482,5,429
1483,9,430
1484,8,430
1485,5,430
1486,4,431
1487,1,431
1488,6,431
1489,2,431
1490,5,431
1491,5,432
1492,3,432
1493,8,432
1494,3,433
1495,10,433
1496,5,433
1497,8,433
1498,6,434
1499,1,434
1500,7,434
1501,10,434
1502,5,435
1503,1,435
1504,8,435
1505,6,435
1506,5,436
1507,2,436
1508,3,436
1509,7,437
1510,8,437
1511,3,437
1512,9,437
1513,5,437
1514,1,438
1515,7,438
1516,9,438
1517,10,439
1518,9,439
1519,2,440
1520,5,440
1521,10,440
1522,4,441
1523,6,441
1524,3,441
1525,10,441
1526,3,442
1527,9,442
1528,2,442
1529,10,443
1530,6,443
1531,3,444
1532,1,444
1533,4,444
1534,9,444
1535,8,444
1536,4,445
1537,3,445
1538,9,445
1539,7,445
1540,7,446
1541,6,446
1542,5,446
1543,10,447
1544,3,447
1545,9,447
1546,8,448
1547,3,448
1548,2,449
1549,7,449
1550,6,449
1551,9,449
1552,2,450
1553,7,450
1554,8,450
1555,10,450
1556,6,451
1557,5,451
1558,2,452
1559,4,452
1560,9,452
1561,6,452
1562,3,452
1563,3,453
1564,9,453
1565,1,453
1566,7,453
1567,2,453
1568,2,454
1569,8,454
1570,9,454
1571,5,454
1572,1,455
1573,2,455
1574,5,455
1575,9,455
1576,10,456
1577,5,456
1578,8,456
1579,2,457
1580,1,457
1581,9,457
1582,7,457
1583,5,457
1584,8,458
1585,5,458
1586,3,458
1587,5,459
1588,1,459
1589,2,459
1590,7,459
1591,9,459
1592,4,460
1593,5,460
1594,9,460
1595,1,460
1596,3,460
1597,5,461
1598,9,461
1599,6,462
1600,2,462
1601,4,462
1602,9,462
1603,10,463
1604,6,463
1605,5,463
1606,4,463
1607,1,463
1608,1,464
1609,5,464
1610,4,465
1611,2,465
1612,5,465
1613,3,466
1614,5,466
1615,4,467
1616,9,467
1617,7,467
1618,5,467
1619,1,467
1620,4,468
1621,7,468
1622,10,468
1623,10,469
1624,6,469
1625,8,469
1626,1,469
1627,1,470
1628,2,470
1629,5,470
1630,10,471
1631,6,471
1632,5,472
1633,10,472
1634,7,472
1635,5,473
1636,3,473
1637,4,473
1638,9,474
1639,10,474
1640,2,475
1641,6,475
1642,1,475
1643,8,475
1644,10,475
1645,6,476
1646,3,476
1647,9,476
1648,8,476
1649,7,476
1650,6,477
1651,3,477
1652,1,477
1653,2,478
1654,9,478
1655,9,479
1656,3,479
1657,4,479
1658,8,479
1659,5,480
1660,7,480
1661,8,480
1662,3,481
1663,9,481
1664,8,481
1665,4,481
1666,3,482
1667,4,482
1668,9,483
1669,1,483
1670,3,483
1671,10,483
1672,5,483
1673,5,484
1674,4,484
1675,6,484
1676,2,484
1677,1,485
1678,8,485
1679,2,485
1680,9,485
1681,6,486
1682,10,486
1683,2,487
1684,5,487
1685,4,487
1686,7,487
1687,4,488
1688,7,488
1689,2,488
1690,3,488
1691,10,488
1692,1,489
1693,8,489
1694,3,489
1695,4,489
1696,1,490
1697,8,490
1698,7,490
1699,5,491
1700,9,491
1701,4,491
1702,10,491
1703,3,491
1704,2,492
1705,1,492
1706,7,493
1707,4,493
1708,8,493
1709,10,493
1710,8,494
1711,2,494
1712,5,494
1713,1,494
1714,7,495
1715,1,495
1716,6,495
1717,4,495
1718,9,495
1719,10,496
1720,1,496
1721,8,496
1722,10,497
1723,3,497
1724,9,497
1725,6,497
1726,10,498
1727,5,498
1728,9,498
1729,2,498
1730,7,498
1731,1,499
1732,10,499
1733,1,500
1734,8,500
1735,10,501
1736,8,501
1737,3,501
1738,1,501
1739,1,502
1740,3,502
1741,4,503
1742,7,503
1743,1,503
1744,2,503
1745,9,503
1746,5,504
1747,3,504
1748,7,504
1749,3,505
1750,4,505
1751,6,505
1752,5,505
1753,4,506
1754,5,506
1755,4,507
1756,3,507
1757,7,507
1758,9,508
1759,2,508
1760,2,509
1761,8,509
1762,6,509
1763,7,509
1764,10,509
1765,4,510
1766,3,510
1767,9,510
1768,8,511
1769,10,511
1770,1,511
1771,4,512
1772,3,512
1773,6,513
1774,3,513
1775,9,513
1776,4,513
1777,2,514
1778,9,514
1779,10,514
1780,3,515
1781,8,515
1782,7,515
1783,1,516
1784,6,516
1785,4,516
1786,2,516
1787,7,516
1788,10,517
1789,4,517
1790,5,517
1791,9,517
1792,6,518
1793,10,518
1794,4,518
1795,9,518
1796,5,518
1797,2,519
1798,8,519
1799,10,519
1800,5,519
1801,7,520
1802,5,520
1803,10,520
1804,9,521
1805,6,521
1806,7,521
1807,10,522
1808,7,522
1809,4,522
1810,5,522
1811,8,523
1812,6,523
1813,9,523
1814,7,523
1815,4,523
1816,7,524
1817,4,524
1818,10,524
1819,10,525
1820,6,525
1821,4,526
1822,9,526
1823,3,526
1824,6,526
1825,6,527
1826,1,527
1827,10,527
1828,9,527
1829,6,528
1830,4,528
1831,1,528
1832,1,529
1833,8,529
1834,5,530
1835,2,530
1836,4,531
1837,5,531
1838,1,531
1839,3,531
1840,5,532
1841,7,532
1842,6,533
1843,3,533
1844,8,533
1845,5,534
1846,7,534
1847,3,535
1848,10,535
1849,9,536
1850,7,536
1851,10,537
1852,3,537
1853,6,537
1854,1,537
1855,9,537
1856,5,538
1857,6,538
1858,9,538
1859,2,538
1860,7,538
1861,2,539
1862,4,539
1863,9,539
1864,6,540
1865,3,540
1866,9,540
1867,8,541
1868,7,541
1869,5,541
1870,4,541
1871,3,542
1872,9,542
1873,2,543
1874,9,543
1875,8,543
1876,5,543
1877,8,544
1878,9,544
1879,5,544
1880,1,545
1881,2,545
1882,6,546
1883,8,546
1884,1,547
1885,2,547
1886,8,547
1887,1,548
1888,9,548
1889,5,548
1890,2,548
1891,1,549
1892,4,549
1893,3,549
1894,5,549
1895,2,549
1896,6,550
1897,9,550
1898,4,551
1899,6,551
1900,9,551
1901,5,551
1902,2,552
1903,1,552
1904,6,552
1905,1,553
1906,2,553
1907,3,553
1908,5,553
1909,7,553
1910,4,554
1911,2,554
1912,10,554
1913,8,555
1914,1,555
1915,4,555
1916,2,555
1917,6,556
1918,3,556
1919,10,556
1920,5,556
1921,1,556
1922,8,557
1923,4,557
1924,10,557
1925,6,557
1926,5,557
1927,2,558
1928,9,558
1929,5,558
1930,6,558
1931,10,559
1932,4,559
1933,6,559
1934,1,559
1935,5,559
1936,5,560
1937,9,560
1938,3,560
1939,4,561
1940,1,561
1941,1,562
1942,8,562
1943,7,562
1944,4,562
1945,6,562
1946,2,563
1947,7,563
1948,6,563
1949,10,563
1950,3,563
1951,6,564
1952,4,564
1953,10,564
1954,8,565
1955,1,565
1956,1,566
1957,3,566
1958,7,566
1959,7,567
1960,8,567
1961,4,567
1962,3,567
1963,4,568
1964,3,568
1965,8,568
1966,9,568
1967,2,569
1968,3,569
1969,8,569
1970,7,569
1971,5,569
1972,2,570
1973,4,570
1974,5,570
1975,9,570
1976,10,570
1977,10,571
1978,2,571
1979,2,572
1980,4,572
1981,7,572
1982,6,572
1983,10,572
1984,9,573
1985,6,573
1986,10,573
1987,4,573
1988,7,573
1989,2,574
1990,10,574
1991,8,575
1992,3,575
1993,5,575
1994,9,575
1995,5,576
1996,2,576
1997,5,577
1998,9,577
1999,8,577
2000,7,577
2001,6,578
2002,10,578
2003,1,578
2004,3,578
2005,10,579
2006,6,579
2007,4,579
2008,7,579
2009,1,579
2010,4,580
2011,6,580
2012,8,580
2013,10,580
2014,5,580
2015,7,581
2016,3,581
2017,10,581
2018,2,582
2019,7,582
2020,10,582
2021,6,582
2022,8,582
2023,2,583
2024,5,583
2025,4,584
2026,6,584
2027,1,584
2028,10,584
2029,6,585
2030,4,585
2031,1,585
2032,9,585
2033,7,586
2034,10,586
2035,9,586
2036,1,587
2037,4,587
2038,8,587
2039,6,587
2040,1,588
2041,6,588
2042,9,588
2043,4,588
2044,7,588
2045,5,589
2046,8,589
2047,6,589
2048,4,589
2049,10,590
2050,4,590
2051,7,590
2052,3,590
2053,8,591
2054,3,591
2055,4,591
2056,1,591
2057,5,591
2058,9,592
2059,6,592
2060,3,592
2061,7,593
2062,9,593
2063,4,593
2064,5,593
2065,6,594
2066,3,594
2067,9,595
2068,7,595
2069,5,596
2070,2,596
2071,8,596
2072,4,596
2073,9,596
2074,6,597
2075,4,597
2076,1,597
2077,2,598
2078,9,598
2079,5,599
2080,7,599
2081,5,600
2082,10,600
2083,7,600
2084,3,600
2085,6,601
2086,3,601
2087,4,601
2088,1,601
2089,5,602
2090,6,602
2091,7,602
2092,9,602
2093,6,603
2094,3,603
2095,8,603
2096,5,603
2097,2,603
2098,1,604
2099,10,604
2100,3,604
2101,5,605
2102,9,605
2103,6,605
2104,3,605
2105,1,605
2106,10,606
2107,8,606
2108,7,606
2109,4,606
2110,9,607
2111,7,607
2112,10,607
2113,5,607
2114,3,607
2115,1,608
2116,6,608
2117,5,608
2118,7,608
2119,2,608
2120,2,609
2121,5,609
2122,7,609
2123,2,610
2124,3,610
2125,5,610
2126,7,610
2127,9,611
2128,2,611
2129,3,611
2130,8,611
2131,3,612
2132,4,612
2133,9,613
2134,7,613
2135,8,613
2136,5,613
2137,6,614
2138,8,614
2139,2,614
